INDUSTRY_NAME,franchise_name,city,space,investment,no_of_outlets
Retail Franchise,Ryder Cycles,"Mumbai, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Retail Franchise,First Go Mart,"Faizabad, India",2000 - 3000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Retail Franchise,Eyefoster,"Rajkot, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Retail Franchise,Gowma,"Hubballi-Dharwad, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Retail Franchise,OK Life Care,"Rohtak, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,160 - 300
Retail Franchise,Bananaclub,"Bengaluru, India",2000 - 3000 Sq.ft,Rs. 50Lakhs - 75Lakhs,Less than 10
Retail Franchise,Baby World Store,"Mumbai, India",750 - 1000 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Retail Franchise,Pots And Pans.in,"Delhi, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Retail Franchise,Ugears,"Gurgaon, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Retail Franchise,Fishcorn,"Navsari, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
